Observation id	video_0327

Media file(s)

Player #1	clips_mp4/video_0327.mp4

Observation date	2016-05-22 20:35:02

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	clear
road conditions	dry

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0327.mp4	5.0	30.0	Driver	moving fast			START
1.233	clips_mp4/video_0327.mp4	5.0	30.0	pedestrian1	crossing			START
1.167	clips_mp4/video_0327.mp4	5.0	30.0	pedestrian2	crossing			START
2.867	clips_mp4/video_0327.mp4	5.0	30.0	pedestrian3	standing			START
2.867	clips_mp4/video_0327.mp4	5.0	30.0	pedestrian4	standing			START
2.867	clips_mp4/video_0327.mp4	5.0	30.0	pedestrian5	standing			START
2.867	clips_mp4/video_0327.mp4	5.0	30.0	pedestrian6	standing			START
2.867	clips_mp4/video_0327.mp4	5.0	30.0	pedestrian7	standing			START
3.047	clips_mp4/video_0327.mp4	5.0	30.0	Driver	moving fast			STOP
3.048	clips_mp4/video_0327.mp4	5.0	30.0	Driver	slow down			START
3.267	clips_mp4/video_0327.mp4	5.0	30.0	pedestrian3	looking			START
4.167	clips_mp4/video_0327.mp4	5.0	30.0	pedestrian7	standing			STOP
4.233	clips_mp4/video_0327.mp4	5.0	30.0	pedestrian6	standing			STOP
4.433	clips_mp4/video_0327.mp4	5.0	30.0	pedestrian5	standing			STOP
4.600	clips_mp4/video_0327.mp4	5.0	30.0	pedestrian4	standing			STOP
4.767	clips_mp4/video_0327.mp4	5.0	30.0	pedestrian3	looking			STOP
4.833	clips_mp4/video_0327.mp4	5.0	30.0	pedestrian3	standing			STOP
5.000	clips_mp4/video_0327.mp4	5.0	30.0	Driver	slow down			STOP
5.000	clips_mp4/video_0327.mp4	5.0	30.0	pedestrian1	crossing			STOP
5.000	clips_mp4/video_0327.mp4	5.0	30.0	pedestrian2	crossing			STOP
