Observation id	video_0093

Media file(s)

Player #1	clips_mp4/video_0093.mp4

Observation date	2016-05-09 21:07:21

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	rain
road conditions	wet

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0093.mp4	10.0	30.0	Driver	moving slow			START
2.400	clips_mp4/video_0093.mp4	10.0	30.0	pedestrian1	 walking			START
2.200	clips_mp4/video_0093.mp4	10.0	30.0	pedestrian2	 walking			START
2.833	clips_mp4/video_0093.mp4	10.0	30.0	pedestrian2	looking			START
3.317	clips_mp4/video_0093.mp4	10.0	30.0	pedestrian1	 walking			STOP
2.667	clips_mp4/video_0093.mp4	10.0	30.0	pedestrian2	 walking			STOP
3.318	clips_mp4/video_0093.mp4	10.0	30.0	pedestrian1	 standing			START
2.700	clips_mp4/video_0093.mp4	10.0	30.0	pedestrian2	 standing			START
3.487	clips_mp4/video_0093.mp4	10.0	30.0	Driver	moving slow			STOP
3.488	clips_mp4/video_0093.mp4	10.0	30.0	Driver	stopped			START
3.667	clips_mp4/video_0093.mp4	10.0	30.0	pedestrian2	looking			STOP
3.667	clips_mp4/video_0093.mp4	10.0	30.0	pedestrian2	 standing			STOP
3.667	clips_mp4/video_0093.mp4	10.0	30.0	pedestrian1	 standing			STOP
3.700	clips_mp4/video_0093.mp4	10.0	30.0	pedestrian2	crossing			START
3.700	clips_mp4/video_0093.mp4	10.0	30.0	pedestrian1	crossing			START
7.571	clips_mp4/video_0093.mp4	10.0	30.0	Driver	stopped			STOP
7.572	clips_mp4/video_0093.mp4	10.0	30.0	Driver	moving slow			START
7.667	clips_mp4/video_0093.mp4	10.0	30.0	pedestrian1	crossing			STOP
7.933	clips_mp4/video_0093.mp4	10.0	30.0	pedestrian2	crossing			STOP
10.000	clips_mp4/video_0093.mp4	10.0	30.0	Driver	moving slow			STOP
