Observation id	video_0336

Media file(s)

Player #1	clips_mp4/video_0336.mp4

Observation date	2016-05-22 20:55:11

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	cloudy
road conditions	wet

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0336.mp4	6.0	30.0	Driver	moving fast			START
0.033	clips_mp4/video_0336.mp4	6.0	30.0	pedestrian1	walking			START
0.033	clips_mp4/video_0336.mp4	6.0	30.0	pedestrian2	crossing			START
0.033	clips_mp4/video_0336.mp4	6.0	30.0	pedestrian3	 standing			START
0.733	clips_mp4/video_0336.mp4	6.0	30.0	pedestrian1	looking			START
1.233	clips_mp4/video_0336.mp4	6.0	30.0	pedestrian1	walking			STOP
1.234	clips_mp4/video_0336.mp4	6.0	30.0	pedestrian1	STANDING			START
3.067	clips_mp4/video_0336.mp4	6.0	30.0	pedestrian1	looking			STOP
3.200	clips_mp4/video_0336.mp4	6.0	30.0	pedestrian1	STANDING			STOP
5.367	clips_mp4/video_0336.mp4	6.0	30.0	pedestrian3	 standing			STOP
6.000	clips_mp4/video_0336.mp4	6.0	30.0	Driver	moving fast			STOP
6.000	clips_mp4/video_0336.mp4	6.0	30.0	pedestrian2	crossing			STOP
