Observation id	video_0324

Media file(s)

Player #1	clips_mp4/video_0324.mp4

Observation date	2016-05-22 20:28:56

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	clear
road conditions	dry

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0324.mp4	8.0	30.0	Driver	moving fast			START
0.033	clips_mp4/video_0324.mp4	8.0	30.0	pedestrian3	 standing			START
0.033	clips_mp4/video_0324.mp4	8.0	30.0	pedestrian4	 standing			START
0.200	clips_mp4/video_0324.mp4	8.0	30.0	pedestrian1	walking			START
0.667	clips_mp4/video_0324.mp4	8.0	30.0	pedestrian2	walking			START
2.000	clips_mp4/video_0324.mp4	8.0	30.0	pedestrian3	looking			START
2.209	clips_mp4/video_0324.mp4	8.0	30.0	pedestrian4	looking			START
2.256	clips_mp4/video_0324.mp4	8.0	30.0	Driver	moving fast			STOP
2.257	clips_mp4/video_0324.mp4	8.0	30.0	Driver	slow down			START
3.267	clips_mp4/video_0324.mp4	8.0	30.0	pedestrian1	looking			START
3.714	clips_mp4/video_0324.mp4	8.0	30.0	pedestrian3	looking			STOP
4.067	clips_mp4/video_0324.mp4	8.0	30.0	pedestrian4	looking			STOP
4.267	clips_mp4/video_0324.mp4	8.0	30.0	pedestrian3	 standing			STOP
4.300	clips_mp4/video_0324.mp4	8.0	30.0	pedestrian3	walking			START
4.333	clips_mp4/video_0324.mp4	8.0	30.0	pedestrian4	 standing			STOP
4.367	clips_mp4/video_0324.mp4	8.0	30.0	pedestrian4	walking			START
4.533	clips_mp4/video_0324.mp4	8.0	30.0	pedestrian1	looking			STOP
4.770	clips_mp4/video_0324.mp4	8.0	30.0	pedestrian1	walking			STOP
4.771	clips_mp4/video_0324.mp4	8.0	30.0	pedestrian1	crossing			START
5.100	clips_mp4/video_0324.mp4	8.0	30.0	pedestrian2	walking			STOP
5.133	clips_mp4/video_0324.mp4	8.0	30.0	pedestrian2	crossing			START
5.699	clips_mp4/video_0324.mp4	8.0	30.0	Driver	slow down			STOP
5.700	clips_mp4/video_0324.mp4	8.0	30.0	Driver	stopped			START
5.700	clips_mp4/video_0324.mp4	8.0	30.0	pedestrian3	walking			STOP
5.733	clips_mp4/video_0324.mp4	8.0	30.0	pedestrian3	crossing			START
6.067	clips_mp4/video_0324.mp4	8.0	30.0	pedestrian4	walking			STOP
6.100	clips_mp4/video_0324.mp4	8.0	30.0	pedestrian4	crossing			START
8.000	clips_mp4/video_0324.mp4	8.0	30.0	Driver	stopped			STOP
8.000	clips_mp4/video_0324.mp4	8.0	30.0	pedestrian1	crossing			STOP
8.000	clips_mp4/video_0324.mp4	8.0	30.0	pedestrian2	crossing			STOP
8.000	clips_mp4/video_0324.mp4	8.0	30.0	pedestrian3	crossing			STOP
8.000	clips_mp4/video_0324.mp4	8.0	30.0	pedestrian4	crossing			STOP
