Observation id	video_0090

Media file(s)

Player #1	clips_mp4/video_0090.mp4

Observation date	2016-05-11 17:24:58

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	clear
road conditions	dry

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0090.mp4	10.0	30.0	Driver	moving fast			START
0.233	clips_mp4/video_0090.mp4	10.0	30.0	pedestrian	 walking			START
0.700	clips_mp4/video_0090.mp4	10.0	30.0	pedestrian	looking			START
1.075	clips_mp4/video_0090.mp4	10.0	30.0	pedestrian	 walking			STOP
1.076	clips_mp4/video_0090.mp4	10.0	30.0	pedestrian	 standing			START
1.265	clips_mp4/video_0090.mp4	10.0	30.0	Driver	moving fast			STOP
1.266	clips_mp4/video_0090.mp4	10.0	30.0	Driver	slow down			START
2.267	clips_mp4/video_0090.mp4	10.0	30.0	pedestrian	looking			STOP
2.396	clips_mp4/video_0090.mp4	10.0	30.0	pedestrian	 standing			STOP
2.397	clips_mp4/video_0090.mp4	10.0	30.0	pedestrian	walking			START
3.333	clips_mp4/video_0090.mp4	10.0	30.0	pedestrian	walking			STOP
3.367	clips_mp4/video_0090.mp4	10.0	30.0	pedestrian	crossing			START
3.817	clips_mp4/video_0090.mp4	10.0	30.0	Driver	slow down			STOP
3.818	clips_mp4/video_0090.mp4	10.0	30.0	Driver	stopped			START
6.180	clips_mp4/video_0090.mp4	10.0	30.0	Driver	stopped			STOP
6.181	clips_mp4/video_0090.mp4	10.0	30.0	Driver	moving slow			START
7.500	clips_mp4/video_0090.mp4	10.0	30.0	pedestrian	crossing			STOP
10.000	clips_mp4/video_0090.mp4	10.0	30.0	Driver	moving slow			STOP
