Observation id	video_0057

Media file(s)

Player #1	clips_mp4/video_0057.mp4

Observation date	2016-05-23 16:47:02

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	clear
road conditions	dry

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.033	clips_mp4/video_0057.mp4	8.01	29.97	pedestrian	walking			START
0.033	clips_mp4/video_0057.mp4	8.01	29.97	Driver	moving fast			START
1.300	clips_mp4/video_0057.mp4	8.01	29.97	pedestrian	walking			STOP
1.333	clips_mp4/video_0057.mp4	8.01	29.97	pedestrian	 standing			START
1.343	clips_mp4/video_0057.mp4	8.01	29.97	Driver	moving fast			STOP
1.344	clips_mp4/video_0057.mp4	8.01	29.97	Driver	slow down			START
1.576	clips_mp4/video_0057.mp4	8.01	29.97	pedestrian	looking			START
1.800	clips_mp4/video_0057.mp4	8.01	29.97	pedestrian	 standing			STOP
1.833	clips_mp4/video_0057.mp4	8.01	29.97	pedestrian	crossing			START
2.161	clips_mp4/video_0057.mp4	8.01	29.97	pedestrian	looking			STOP
5.399	clips_mp4/video_0057.mp4	8.01	29.97	Driver	slow down			STOP
5.400	clips_mp4/video_0057.mp4	8.01	29.97	Driver	stopped			START
6.305	clips_mp4/video_0057.mp4	8.01	29.97	Driver	stopped			STOP
6.306	clips_mp4/video_0057.mp4	8.01	29.97	Driver	moving slow			START
7.900	clips_mp4/video_0057.mp4	8.01	29.97	pedestrian	crossing			STOP
7.999	clips_mp4/video_0057.mp4	8.01	29.97	Driver	moving slow			STOP
