Observation id	video_0105

Media file(s)

Player #1	clips_mp4/video_0105.mp4

Observation date	2016-05-11 17:46:06

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	clear
road conditions	dry

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0105.mp4	12.0	30.0	Driver	moving fast			START
0.033	clips_mp4/video_0105.mp4	12.0	30.0	pedestrian1	 standing			START
0.033	clips_mp4/video_0105.mp4	12.0	30.0	pedestrian2	looking			START
0.033	clips_mp4/video_0105.mp4	12.0	30.0	pedestrian2	 standing			START
0.033	clips_mp4/video_0105.mp4	12.0	30.0	pedestrian3	 standing			START
0.900	clips_mp4/video_0105.mp4	12.0	30.0	pedestrian1	looking			START
1.275	clips_mp4/video_0105.mp4	12.0	30.0	Driver	moving fast			STOP
1.276	clips_mp4/video_0105.mp4	12.0	30.0	Driver	slow down			START
1.733	clips_mp4/video_0105.mp4	12.0	30.0	pedestrian1	 standing			STOP
1.767	clips_mp4/video_0105.mp4	12.0	30.0	pedestrian1	walking			START
2.000	clips_mp4/video_0105.mp4	12.0	30.0	pedestrian1	looking			STOP
2.300	clips_mp4/video_0105.mp4	12.0	30.0	pedestrian2	looking			STOP
2.667	clips_mp4/video_0105.mp4	12.0	30.0	pedestrian2	 standing			STOP
2.633	clips_mp4/video_0105.mp4	12.0	30.0	pedestrian1	walking			STOP
2.667	clips_mp4/video_0105.mp4	12.0	30.0	pedestrian1	crossing			START
2.700	clips_mp4/video_0105.mp4	12.0	30.0	pedestrian2	walking			START
3.053	clips_mp4/video_0105.mp4	12.0	30.0	pedestrian3	 standing			STOP
3.054	clips_mp4/video_0105.mp4	12.0	30.0	pedestrian3	crossing			START
3.633	clips_mp4/video_0105.mp4	12.0	30.0	pedestrian2	walking			STOP
3.667	clips_mp4/video_0105.mp4	12.0	30.0	pedestrian2	crossing			START
10.800	clips_mp4/video_0105.mp4	12.0	30.0	pedestrian1	crossing			STOP
10.967	clips_mp4/video_0105.mp4	12.0	30.0	pedestrian3	crossing			STOP
11.167	clips_mp4/video_0105.mp4	12.0	30.0	pedestrian2	crossing			STOP
12.000	clips_mp4/video_0105.mp4	12.0	30.0	Driver	slow down			STOP
