Observation id	video_0272

Media file(s)

Player #1	clips_mp4/video_0272.mp4

Observation date	2016-11-27 16:14:19

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	clear
road conditions	dry

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0272.mp4	8.0	30.0	Driver	moving fast			START
0.033	clips_mp4/video_0272.mp4	8.0	30.0	pedestrian1	STANDING			START
3.025	clips_mp4/video_0272.mp4	8.0	30.0	Driver	moving fast			STOP
3.026	clips_mp4/video_0272.mp4	8.0	30.0	Driver	slow down			START
4.170	clips_mp4/video_0272.mp4	8.0	30.0	Driver	slow down			STOP
4.171	clips_mp4/video_0272.mp4	8.0	30.0	Driver	moving slow			START
4.233	clips_mp4/video_0272.mp4	8.0	30.0	pedestrian1	looking			START
4.738	clips_mp4/video_0272.mp4	8.0	30.0	pedestrian1	STANDING			STOP
4.739	clips_mp4/video_0272.mp4	8.0	30.0	pedestrian1	CLEAR PATH			START
6.500	clips_mp4/video_0272.mp4	8.0	30.0	pedestrian1	looking			STOP
7.733	clips_mp4/video_0272.mp4	8.0	30.0	pedestrian1	CLEAR PATH			STOP
8.000	clips_mp4/video_0272.mp4	8.0	30.0	Driver	moving slow			STOP
