Observation id	video_0051

Media file(s)

Player #1	clips_mp4/video_0051.mp4

Observation date	2016-05-23 16:41:57

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	plaza
weather	clear
road conditions	dry							

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.199	clips_mp4/video_0051.mp4	9.01	29.97	Driver	moving fast			START
0.217	clips_mp4/video_0051.mp4	9.01	29.97	car	stopped			START
1.685	clips_mp4/video_0051.mp4	9.01	29.97	Driver	moving fast			STOP
1.686	clips_mp4/video_0051.mp4	9.01	29.97	Driver	slow down			START
3.498	clips_mp4/video_0051.mp4	9.01	29.97	car	stopped			STOP
3.499	clips_mp4/video_0051.mp4	9.01	29.97	car	moving slow			START
6.772	clips_mp4/video_0051.mp4	9.01	29.97	Driver	slow down			STOP
6.773	clips_mp4/video_0051.mp4	9.01	29.97	Driver	moving slow			START
7.368	clips_mp4/video_0051.mp4	9.01	29.97	car	moving slow			STOP
9.009	clips_mp4/video_0051.mp4	9.01	29.97	Driver	moving slow			STOP
