Observation id	video_0017

Media file(s)

Player #1	clips_mp4/video_0017.mp4

Observation date	2016-05-07 15:45:20

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	plaza
weather	cloudy
road conditions	dry

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0017.mp4	9.01	29.97	Driver	moving slow			START
0.033	clips_mp4/video_0017.mp4	9.01	29.97	pedestrian	 walking			START
3.871	clips_mp4/video_0017.mp4	9.01	29.97	pedestrian	looking			START
4.382	clips_mp4/video_0017.mp4	9.01	29.97	Driver	moving slow			STOP
4.383	clips_mp4/video_0017.mp4	9.01	29.97	Driver	slow down			START
3.967	clips_mp4/video_0017.mp4	9.01	29.97	pedestrian	 walking			STOP
4.000	clips_mp4/video_0017.mp4	9.01	29.97	pedestrian	clear path			START
5.339	clips_mp4/video_0017.mp4	9.01	29.97	pedestrian	looking			STOP
6.306	clips_mp4/video_0017.mp4	9.01	29.97	pedestrian	looking			START
6.467	clips_mp4/video_0017.mp4	9.01	29.97	pedestrian	clear path			STOP
6.500	clips_mp4/video_0017.mp4	9.01	29.97	pedestrian	 walking			START
7.808	clips_mp4/video_0017.mp4	9.01	29.97	pedestrian	looking			STOP
9.009	clips_mp4/video_0017.mp4	9.01	29.97	Driver	slow down			STOP
9.009	clips_mp4/video_0017.mp4	9.01	29.97	pedestrian	 walking			STOP
