Observation id	video_0276

Media file(s)

Player #1	clips_mp4/video_0276.mp4

Observation date	2016-05-22 18:51:57

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	cloudy
road conditions	wet

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0276.mp4	8.0	30.0	Driver	moving fast			START
1.900	clips_mp4/video_0276.mp4	8.0	30.0	pedestrian	 walking			START
3.761	clips_mp4/video_0276.mp4	8.0	30.0	Driver	moving fast			STOP
3.762	clips_mp4/video_0276.mp4	8.0	30.0	Driver	slow down			START
3.929	clips_mp4/video_0276.mp4	8.0	30.0	pedestrian	 walking			STOP
3.930	clips_mp4/video_0276.mp4	8.0	30.0	pedestrian	 standing			START
4.667	clips_mp4/video_0276.mp4	8.0	30.0	pedestrian	 standing			STOP
4.700	clips_mp4/video_0276.mp4	8.0	30.0	pedestrian	crossing			START
8.000	clips_mp4/video_0276.mp4	8.0	30.0	Driver	slow down			STOP
8.000	clips_mp4/video_0276.mp4	8.0	30.0	pedestrian	crossing			STOP
