Observation id	video_0095

Media file(s)

Player #1	clips_mp4/video_0095.mp4

Observation date	2016-05-23 17:07:20

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	clear
road conditions	dry

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0095.mp4	8.0	30.0	Driver	moving fast			START
0.033	clips_mp4/video_0095.mp4	8.0	30.0	pedestrian1	crossing			START
0.033	clips_mp4/video_0095.mp4	8.0	30.0	pedestrian3	WALKING			START
0.033	clips_mp4/video_0095.mp4	8.0	30.0	pedestrian2	standing			START
0.033	clips_mp4/video_0095.mp4	8.0	30.0	pedestrian2	looking			START
0.800	clips_mp4/video_0095.mp4	8.0	30.0	pedestrian2	looking			STOP
0.867	clips_mp4/video_0095.mp4	8.0	30.0	pedestrian2	standing			STOP
1.333	clips_mp4/video_0095.mp4	8.0	30.0	pedestrian3	WALKING			STOP
1.367	clips_mp4/video_0095.mp4	8.0	30.0	pedestrian3	STANDING			START
2.600	clips_mp4/video_0095.mp4	8.0	30.0	Driver	moving fast			STOP
2.601	clips_mp4/video_0095.mp4	8.0	30.0	Driver	slow down			START
4.100	clips_mp4/video_0095.mp4	8.0	30.0	pedestrian3	STANDING			STOP
7.833	clips_mp4/video_0095.mp4	8.0	30.0	pedestrian1	crossing			STOP
8.000	clips_mp4/video_0095.mp4	8.0	30.0	Driver	slow down			STOP
