Observation id	video_0294

Media file(s)

Player #1	clips_mp4/video_0294.mp4

Observation date	2016-05-22 19:20:58

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	cloudy
road conditions	snow

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0294.mp4	7.0	30.0	Driver	moving slow			START
0.433	clips_mp4/video_0294.mp4	7.0	30.0	pedestrian	 walking			START
2.229	clips_mp4/video_0294.mp4	7.0	30.0	pedestrian	looking			START
2.683	clips_mp4/video_0294.mp4	7.0	30.0	Driver	moving slow			STOP
2.684	clips_mp4/video_0294.mp4	7.0	30.0	Driver	slow down			START
2.900	clips_mp4/video_0294.mp4	7.0	30.0	pedestrian	 walking			STOP
2.933	clips_mp4/video_0294.mp4	7.0	30.0	pedestrian	 standing			START
3.967	clips_mp4/video_0294.mp4	7.0	30.0	pedestrian	looking			STOP
4.267	clips_mp4/video_0294.mp4	7.0	30.0	pedestrian	 standing			STOP
4.300	clips_mp4/video_0294.mp4	7.0	30.0	pedestrian	crossing			START
7.000	clips_mp4/video_0294.mp4	7.0	30.0	Driver	slow down			STOP
7.000	clips_mp4/video_0294.mp4	7.0	30.0	pedestrian	crossing			STOP
