Observation id	video_0265

Media file(s)

Player #1	clips_mp4/video_0265.mp4

Observation date	2016-05-22 18:16:26

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	cloudy
road conditions	dry

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0265.mp4	5.0	30.0	Driver	moving fast			START
0.033	clips_mp4/video_0265.mp4	5.0	30.0	pedestrian	crossing			START
0.567	clips_mp4/video_0265.mp4	5.0	30.0	pedestrian	 looking			START
0.620	clips_mp4/video_0265.mp4	5.0	30.0	pedestrian	slow down			START
0.933	clips_mp4/video_0265.mp4	5.0	30.0	pedestrian	 looking			STOP
1.000	clips_mp4/video_0265.mp4	5.0	30.0	pedestrian	slow down			STOP
1.416	clips_mp4/video_0265.mp4	5.0	30.0	pedestrian	speed up			START
2.500	clips_mp4/video_0265.mp4	5.0	30.0	pedestrian	speed up			STOP
4.533	clips_mp4/video_0265.mp4	5.0	30.0	pedestrian	 looking			START
4.867	clips_mp4/video_0265.mp4	5.0	30.0	pedestrian	 looking			STOP
5.000	clips_mp4/video_0265.mp4	5.0	30.0	Driver	moving fast			STOP
5.000	clips_mp4/video_0265.mp4	5.0	30.0	pedestrian	crossing			STOP
