Observation id	video_0235

Media file(s)

Player #1	clips_mp4/video_0235.mp4

Observation date	2016-05-21 21:14:39

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	clear
road conditions	wet

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0235.mp4	8.0	30.0	Driver	moving fast			START
0.033	clips_mp4/video_0235.mp4	8.0	30.0	pedestrian1	 standing			START
0.033	clips_mp4/video_0235.mp4	8.0	30.0	pedestrian2	looking			START
0.033	clips_mp4/video_0235.mp4	8.0	30.0	pedestrian2	STANDING			START
0.033	clips_mp4/video_0235.mp4	8.0	30.0	pedestrian3	 standing			START
0.033	clips_mp4/video_0235.mp4	8.0	30.0	pedestrian3	 looking			START
0.500	clips_mp4/video_0235.mp4	8.0	30.0	pedestrian3	 looking			STOP
0.533	clips_mp4/video_0235.mp4	8.0	30.0	pedestrian3	 standing			STOP
2.264	clips_mp4/video_0235.mp4	8.0	30.0	Driver	moving fast			STOP
2.265	clips_mp4/video_0235.mp4	8.0	30.0	Driver	slow down			START
3.433	clips_mp4/video_0235.mp4	8.0	30.0	pedestrian2	STANDING			STOP
3.467	clips_mp4/video_0235.mp4	8.0	30.0	pedestrian2	crossing			START
3.985	clips_mp4/video_0235.mp4	8.0	30.0	pedestrian1	 standing			STOP
3.986	clips_mp4/video_0235.mp4	8.0	30.0	pedestrian1	crossing			START
4.733	clips_mp4/video_0235.mp4	8.0	30.0	pedestrian2	looking			STOP
6.108	clips_mp4/video_0235.mp4	8.0	30.0	Driver	slow down			STOP
6.109	clips_mp4/video_0235.mp4	8.0	30.0	Driver	stopped			START
8.000	clips_mp4/video_0235.mp4	8.0	30.0	Driver	stopped			STOP
8.000	clips_mp4/video_0235.mp4	8.0	30.0	pedestrian1	crossing			STOP
8.000	clips_mp4/video_0235.mp4	8.0	30.0	pedestrian2	crossing			STOP
