Observation id	video_0136

Media file(s)

Player #1	clips_mp4/video_0136.mp4

Observation date	2016-05-23 17:17:44

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	clear
road conditions	dry

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0136.mp4	8.0	30.0	Driver	moving fast			START
0.033	clips_mp4/video_0136.mp4	8.0	30.0	pedestrian1	crossing			START
0.033	clips_mp4/video_0136.mp4	8.0	30.0	pedestrian2	standing			START
0.567	clips_mp4/video_0136.mp4	8.0	30.0	pedestrian2	standing			STOP
2.900	clips_mp4/video_0136.mp4	8.0	30.0	pedestrian1	 looking			START
3.133	clips_mp4/video_0136.mp4	8.0	30.0	pedestrian1	 looking			STOP
3.529	clips_mp4/video_0136.mp4	8.0	30.0	Driver	moving fast			STOP
3.530	clips_mp4/video_0136.mp4	8.0	30.0	Driver	slow down			START
7.767	clips_mp4/video_0136.mp4	8.0	30.0	pedestrian1	crossing			STOP
8.000	clips_mp4/video_0136.mp4	8.0	30.0	Driver	slow down			STOP
