Observation id	video_0258

Media file(s)

Player #1	clips_mp4/video_0258.mp4

Observation date	2016-05-22 18:10:14

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	rain
road conditions	wet

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0258.mp4	6.0	30.0	Driver	moving fast			START
0.267	clips_mp4/video_0258.mp4	6.0	30.0	pedestrian2	 walking			START
0.467	clips_mp4/video_0258.mp4	6.0	30.0	pedestrian1	 walking			START
1.545	clips_mp4/video_0258.mp4	6.0	30.0	pedestrian1	 walking			STOP
1.546	clips_mp4/video_0258.mp4	6.0	30.0	pedestrian1	crossing			START
2.422	clips_mp4/video_0258.mp4	6.0	30.0	pedestrian2	 walking			STOP
2.423	clips_mp4/video_0258.mp4	6.0	30.0	pedestrian2	crossing			START
2.506	clips_mp4/video_0258.mp4	6.0	30.0	Driver	moving fast			STOP
2.507	clips_mp4/video_0258.mp4	6.0	30.0	Driver	slow down			START
6.000	clips_mp4/video_0258.mp4	6.0	30.0	Driver	slow down			STOP
6.000	clips_mp4/video_0258.mp4	6.0	30.0	pedestrian1	crossing			STOP
6.000	clips_mp4/video_0258.mp4	6.0	30.0	pedestrian2	crossing			STOP
