Observation id	video_0174

Media file(s)

Player #1	clips_mp4/video_0174.mp4

Observation date	2016-05-16 11:14:41

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	clear
road conditions	dry

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0174.mp4	4.0	30.0	Driver	moving fast			START
0.033	clips_mp4/video_0174.mp4	4.0	30.0	pedestrian1	crossing			START
0.033	clips_mp4/video_0174.mp4	4.0	30.0	pedestrian1	looking			START
0.033	clips_mp4/video_0174.mp4	4.0	30.0	pedestrian2	crossing			START
0.833	clips_mp4/video_0174.mp4	4.0	30.0	pedestrian1	looking			STOP
0.994	clips_mp4/video_0174.mp4	4.0	30.0	Driver	moving fast			STOP
0.995	clips_mp4/video_0174.mp4	4.0	30.0	Driver	slow down			START
4.000	clips_mp4/video_0174.mp4	4.0	30.0	Driver	slow down			STOP
4.000	clips_mp4/video_0174.mp4	4.0	30.0	pedestrian1	crossing			STOP
4.000	clips_mp4/video_0174.mp4	4.0	30.0	pedestrian2	crossing			STOP
