Observation id	video_0231

Media file(s)

Player #1	clips_mp4/video_0231.mp4

Observation date	2016-05-23 18:23:35

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	clear
road conditions	dry

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0231.mp4	9.0	30.0	Driver	moving slow			START
0.033	clips_mp4/video_0231.mp4	9.0	30.0	pedestrian1	looking			START
0.033	clips_mp4/video_0231.mp4	9.0	30.0	pedestrian1	 standing			START
0.033	clips_mp4/video_0231.mp4	9.0	30.0	pedestrian2	looking			START
0.033	clips_mp4/video_0231.mp4	9.0	30.0	pedestrian2	 walking			START
0.033	clips_mp4/video_0231.mp4	9.0	30.0	pedestrian3	looking			START
0.033	clips_mp4/video_0231.mp4	9.0	30.0	pedestrian3	 walking			START
0.033	clips_mp4/video_0231.mp4	9.0	30.0	pedestrian4	looking			START
0.033	clips_mp4/video_0231.mp4	9.0	30.0	pedestrian4	 walking			START
0.410	clips_mp4/video_0231.mp4	9.0	30.0	Driver	moving slow			STOP
0.411	clips_mp4/video_0231.mp4	9.0	30.0	Driver	slow down			START
0.767	clips_mp4/video_0231.mp4	9.0	30.0	pedestrian3	looking			STOP
0.900	clips_mp4/video_0231.mp4	9.0	30.0	pedestrian1	looking			STOP
1.067	clips_mp4/video_0231.mp4	9.0	30.0	pedestrian4	looking			STOP
1.467	clips_mp4/video_0231.mp4	9.0	30.0	pedestrian2	looking			STOP
1.100	clips_mp4/video_0231.mp4	9.0	30.0	pedestrian1	 standing			STOP
1.133	clips_mp4/video_0231.mp4	9.0	30.0	pedestrian1	crossing			START
2.667	clips_mp4/video_0231.mp4	9.0	30.0	pedestrian3	 looking			START
3.133	clips_mp4/video_0231.mp4	9.0	30.0	pedestrian3	 looking			STOP
3.446	clips_mp4/video_0231.mp4	9.0	30.0	pedestrian4	 walking			STOP
3.447	clips_mp4/video_0231.mp4	9.0	30.0	pedestrian4	crossing			START
3.788	clips_mp4/video_0231.mp4	9.0	30.0	Driver	slow down			STOP
3.789	clips_mp4/video_0231.mp4	9.0	30.0	Driver	stopped			START
4.680	clips_mp4/video_0231.mp4	9.0	30.0	pedestrian2	 walking			STOP
4.681	clips_mp4/video_0231.mp4	9.0	30.0	pedestrian2	crossing			START
4.700	clips_mp4/video_0231.mp4	9.0	30.0	pedestrian3	 walking			STOP
4.733	clips_mp4/video_0231.mp4	9.0	30.0	pedestrian3	crossing			START
7.356	clips_mp4/video_0231.mp4	9.0	30.0	Driver	stopped			STOP
7.357	clips_mp4/video_0231.mp4	9.0	30.0	Driver	moving slow			START
8.267	clips_mp4/video_0231.mp4	9.0	30.0	pedestrian1	crossing			STOP
8.567	clips_mp4/video_0231.mp4	9.0	30.0	pedestrian2	crossing			STOP
8.667	clips_mp4/video_0231.mp4	9.0	30.0	pedestrian3	crossing			STOP
8.700	clips_mp4/video_0231.mp4	9.0	30.0	pedestrian4	crossing			STOP
9.000	clips_mp4/video_0231.mp4	9.0	30.0	Driver	moving slow			STOP
