Observation id	video_0159

Media file(s)

Player #1	clips_mp4/video_0159.mp4

Observation date	2016-05-16 10:47:14

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	clear
road conditions	dry

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0159.mp4	8.0	30.0	Driver	moving slow			START
0.033	clips_mp4/video_0159.mp4	8.0	30.0	pedestrian1	crossing			START
0.033	clips_mp4/video_0159.mp4	8.0	30.0	pedestrian2	crossing			START
1.631	clips_mp4/video_0159.mp4	8.0	30.0	Driver	moving slow			STOP
1.632	clips_mp4/video_0159.mp4	8.0	30.0	Driver	slow down			START
2.667	clips_mp4/video_0159.mp4	8.0	30.0	pedestrian3	crossing			START
8.000	clips_mp4/video_0159.mp4	8.0	30.0	Driver	slow down			STOP
8.000	clips_mp4/video_0159.mp4	8.0	30.0	pedestrian1	crossing			STOP
8.000	clips_mp4/video_0159.mp4	8.0	30.0	pedestrian2	crossing			STOP
8.000	clips_mp4/video_0159.mp4	8.0	30.0	pedestrian3	crossing			STOP
