Observation id	video_0072

Media file(s)

Player #1	clips_mp4/video_0072.mp4

Observation date	2016-05-09 21:45:10

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	clear
road conditions	wet

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0072.mp4	7.0	30.0	Driver	moving fast			START
0.033	clips_mp4/video_0072.mp4	7.0	30.0	pedestrian1	looking			START
0.033	clips_mp4/video_0072.mp4	7.0	30.0	pedestrian1	STANDING			START
0.033	clips_mp4/video_0072.mp4	7.0	30.0	pedestrian2	looking			START
0.033	clips_mp4/video_0072.mp4	7.0	30.0	pedestrian2	STANDING			START
1.303	clips_mp4/video_0072.mp4	7.0	30.0	Driver	moving fast			STOP
1.304	clips_mp4/video_0072.mp4	7.0	30.0	Driver	slow down			START
1.500	clips_mp4/video_0072.mp4	7.0	30.0	pedestrian1	looking			STOP
1.733	clips_mp4/video_0072.mp4	7.0	30.0	pedestrian2	looking			STOP
1.600	clips_mp4/video_0072.mp4	7.0	30.0	pedestrian1	STANDING			STOP
1.633	clips_mp4/video_0072.mp4	7.0	30.0	pedestrian1	crossing			START
2.033	clips_mp4/video_0072.mp4	7.0	30.0	pedestrian2	STANDING			STOP
2.067	clips_mp4/video_0072.mp4	7.0	30.0	pedestrian2	crossing			START
6.300	clips_mp4/video_0072.mp4	7.0	30.0	pedestrian1	crossing			STOP
6.467	clips_mp4/video_0072.mp4	7.0	30.0	pedestrian2	crossing			STOP
7.000	clips_mp4/video_0072.mp4	7.0	30.0	Driver	slow down			STOP
