Observation id	video_0326

Media file(s)

Player #1	clips_mp4/video_0326.mp4

Observation date	2016-05-22 20:24:49

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	clear
road conditions	wet

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0326.mp4	6.0	30.0	Driver	moving fast			START
0.033	clips_mp4/video_0326.mp4	6.0	30.0	pedestrian1	looking			START
0.033	clips_mp4/video_0326.mp4	6.0	30.0	pedestrian1	 standing			START
0.033	clips_mp4/video_0326.mp4	6.0	30.0	pedestrian2	walking			START
0.614	clips_mp4/video_0326.mp4	6.0	30.0	Driver	moving fast			STOP
0.615	clips_mp4/video_0326.mp4	6.0	30.0	Driver	slow down			START
1.395	clips_mp4/video_0326.mp4	6.0	30.0	pedestrian1	looking			STOP
1.395	clips_mp4/video_0326.mp4	6.0	30.0	pedestrian1	 standing			STOP
1.396	clips_mp4/video_0326.mp4	6.0	30.0	pedestrian1	crossing			START
1.400	clips_mp4/video_0326.mp4	6.0	30.0	pedestrian2	looking			START
2.300	clips_mp4/video_0326.mp4	6.0	30.0	pedestrian1	speed up			START
2.733	clips_mp4/video_0326.mp4	6.0	30.0	pedestrian2	looking			STOP
3.383	clips_mp4/video_0326.mp4	6.0	30.0	Driver	slow down			STOP
3.867	clips_mp4/video_0326.mp4	6.0	30.0	pedestrian2	walking			STOP
3.384	clips_mp4/video_0326.mp4	6.0	30.0	Driver	stopped			START
3.900	clips_mp4/video_0326.mp4	6.0	30.0	pedestrian2	crossing			START
4.233	clips_mp4/video_0326.mp4	6.0	30.0	pedestrian1	speed up			STOP
6.000	clips_mp4/video_0326.mp4	6.0	30.0	Driver	stopped			STOP
6.000	clips_mp4/video_0326.mp4	6.0	30.0	pedestrian1	crossing			STOP
6.000	clips_mp4/video_0326.mp4	6.0	30.0	pedestrian2	crossing			STOP
