Observation id	video_0129

Media file(s)

Player #1	clips_mp4/video_0129.mp4

Observation date	2016-05-15 18:54:52

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	cloudy
road conditions	wet

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0129.mp4	5.0	30.0	Driver	moving slow			START
0.333	clips_mp4/video_0129.mp4	5.0	30.0	pedestrian	walking			START
0.733	clips_mp4/video_0129.mp4	5.0	30.0	pedestrian	walking			STOP
0.767	clips_mp4/video_0129.mp4	5.0	30.0	pedestrian	crossing			START
1.045	clips_mp4/video_0129.mp4	5.0	30.0	Driver	moving slow			STOP
1.046	clips_mp4/video_0129.mp4	5.0	30.0	Driver	slow down			START
1.100	clips_mp4/video_0129.mp4	5.0	30.0	pedestrian	looking			START
1.367	clips_mp4/video_0129.mp4	5.0	30.0	pedestrian	looking			STOP
4.500	clips_mp4/video_0129.mp4	5.0	30.0	pedestrian	crossing			STOP
5.000	clips_mp4/video_0129.mp4	5.0	30.0	Driver	slow down			STOP
