Observation id	video_0086

Media file(s)

Player #1	clips_mp4/video_0086.mp4

Observation date	2016-05-09 21:03:15

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	cloudy
road conditions	dry

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0086.mp4	6.0	30.0	Driver	moving fast			START
0.033	clips_mp4/video_0086.mp4	6.0	30.0	pedestrian	WALKING			START
0.867	clips_mp4/video_0086.mp4	6.0	30.0	pedestrian	looking			START
1.067	clips_mp4/video_0086.mp4	6.0	30.0	pedestrian	WALKING			STOP
1.100	clips_mp4/video_0086.mp4	6.0	30.0	pedestrian	crossing			START
1.333	clips_mp4/video_0086.mp4	6.0	30.0	pedestrian	looking			STOP
1.867	clips_mp4/video_0086.mp4	6.0	30.0	pedestrian	crossing			STOP
1.900	clips_mp4/video_0086.mp4	6.0	30.0	pedestrian	CLEAR PATH			START
2.182	clips_mp4/video_0086.mp4	6.0	30.0	Driver	moving fast			STOP
2.183	clips_mp4/video_0086.mp4	6.0	30.0	Driver	slow down			START
3.667	clips_mp4/video_0086.mp4	6.0	30.0	pedestrian	looking			START
3.633	clips_mp4/video_0086.mp4	6.0	30.0	pedestrian	CLEAR PATH			STOP
3.667	clips_mp4/video_0086.mp4	6.0	30.0	pedestrian	WALKING			START
4.433	clips_mp4/video_0086.mp4	6.0	30.0	pedestrian	looking			STOP
4.566	clips_mp4/video_0086.mp4	6.0	30.0	Driver	slow down			STOP
4.567	clips_mp4/video_0086.mp4	6.0	30.0	Driver	speed up			START
5.367	clips_mp4/video_0086.mp4	6.0	30.0	pedestrian	WALKING			STOP
6.000	clips_mp4/video_0086.mp4	6.0	30.0	Driver	speed up			STOP
