Observation id	video_0249

Media file(s)

Player #1	clips_mp4/video_0249.mp4

Observation date	2016-05-21 21:44:21

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	clear
road conditions	dry

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0249.mp4	4.0	30.0	Driver	moving slow			START
0.033	clips_mp4/video_0249.mp4	4.0	30.0	pedestrian	looking			START
0.033	clips_mp4/video_0249.mp4	4.0	30.0	pedestrian	 walking			START
0.330	clips_mp4/video_0249.mp4	4.0	30.0	Driver	moving slow			STOP
0.331	clips_mp4/video_0249.mp4	4.0	30.0	Driver	slow down			START
2.333	clips_mp4/video_0249.mp4	4.0	30.0	pedestrian	 walking			STOP
2.367	clips_mp4/video_0249.mp4	4.0	30.0	pedestrian	crossing			START
1.700	clips_mp4/video_0249.mp4	4.0	30.0	pedestrian	looking			STOP
4.000	clips_mp4/video_0249.mp4	4.0	30.0	Driver	slow down			STOP
4.000	clips_mp4/video_0249.mp4	4.0	30.0	pedestrian	crossing			STOP
