Observation id	video_0191

Media file(s)

Player #1	clips_mp4/video_0191.mp4

Observation date	2016-05-18 22:15:50

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	cloudy
road conditions	wet

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0191.mp4	5.0	30.0	Driver	moving fast			START
0.033	clips_mp4/video_0191.mp4	5.0	30.0	pedestrian1	crossing			START
0.033	clips_mp4/video_0191.mp4	5.0	30.0	pedestrian1	 looking			START
0.033	clips_mp4/video_0191.mp4	5.0	30.0	pedestrian2	crossing			START
0.033	clips_mp4/video_0191.mp4	5.0	30.0	pedestrian3	crossing			START
0.033	clips_mp4/video_0191.mp4	5.0	30.0	pedestrian4	crossing			START
0.333	clips_mp4/video_0191.mp4	5.0	30.0	pedestrian1	 looking			STOP
1.340	clips_mp4/video_0191.mp4	5.0	30.0	Driver	moving fast			STOP
1.341	clips_mp4/video_0191.mp4	5.0	30.0	Driver	slow down			START
3.867	clips_mp4/video_0191.mp4	5.0	30.0	pedestrian1	crossing			STOP
5.000	clips_mp4/video_0191.mp4	5.0	30.0	Driver	slow down			STOP
5.000	clips_mp4/video_0191.mp4	5.0	30.0	pedestrian2	crossing			STOP
5.000	clips_mp4/video_0191.mp4	5.0	30.0	pedestrian3	crossing			STOP
5.000	clips_mp4/video_0191.mp4	5.0	30.0	pedestrian4	crossing			STOP
