Observation id	video_0121

Media file(s)

Player #1	clips_mp4/video_0121.mp4

Observation date	2016-05-11 18:36:18

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	cloudy
road conditions	wet							

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.015	clips_mp4/video_0121.mp4	12.0	30.0	Driver	slow down			START
0.039	clips_mp4/video_0121.mp4	12.0	30.0	car	moving slow			START
2.992	clips_mp4/video_0121.mp4	12.0	30.0	car	moving slow			STOP
2.993	clips_mp4/video_0121.mp4	12.0	30.0	car	slow down			START
3.521	clips_mp4/video_0121.mp4	12.0	30.0	Driver	slow down			STOP
3.522	clips_mp4/video_0121.mp4	12.0	30.0	Driver	stopped			START
4.507	clips_mp4/video_0121.mp4	12.0	30.0	car	flasher signal			START
4.963	clips_mp4/video_0121.mp4	12.0	30.0	car	flasher signal			STOP
6.404	clips_mp4/video_0121.mp4	12.0	30.0	car	slow down			STOP
6.405	clips_mp4/video_0121.mp4	12.0	30.0	car	stopped			START
6.464	clips_mp4/video_0121.mp4	12.0	30.0	Driver	stopped			STOP
6.465	clips_mp4/video_0121.mp4	12.0	30.0	Driver	moving slow			START
9.348	clips_mp4/video_0121.mp4	12.0	30.0	car	stopped			STOP
12.000	clips_mp4/video_0121.mp4	12.0	30.0	Driver	moving slow			STOP
