Observation id	video_0253

Media file(s)

Player #1	clips_mp4/video_0253.mp4

Observation date	2016-09-11 19:18:06

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	cloudy
road conditions	wet

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0253.mp4	6.0	30.0	Driver	moving fast			START
0.033	clips_mp4/video_0253.mp4	6.0	30.0	pedestrian1	WALKING			START
0.033	clips_mp4/video_0253.mp4	6.0	30.0	pedestrian2	WALKING			START
1.659	clips_mp4/video_0253.mp4	6.0	30.0	pedestrian1	WALKING			STOP
1.660	clips_mp4/video_0253.mp4	6.0	30.0	pedestrian1	CLEAR PATH			START
1.971	clips_mp4/video_0253.mp4	6.0	30.0	Driver	moving fast			STOP
1.972	clips_mp4/video_0253.mp4	6.0	30.0	Driver	slow down			START
3.419	clips_mp4/video_0253.mp4	6.0	30.0	pedestrian1	CLEAR PATH			STOP
3.420	clips_mp4/video_0253.mp4	6.0	30.0	pedestrian1	WALKING			START
4.261	clips_mp4/video_0253.mp4	6.0	30.0	pedestrian1	looking			START
5.700	clips_mp4/video_0253.mp4	6.0	30.0	pedestrian1	looking			STOP
5.700	clips_mp4/video_0253.mp4	6.0	30.0	pedestrian1	WALKING			STOP
6.000	clips_mp4/video_0253.mp4	6.0	30.0	Driver	slow down			STOP
6.000	clips_mp4/video_0253.mp4	6.0	30.0	pedestrian2	WALKING			STOP
