Observation id	video_0102

Media file(s)

Player #1	clips_mp4/video_0102.mp4

Observation date	2016-05-11 17:57:07

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	cloudy
road conditions	wet

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0102.mp4	12.0	30.0	Driver	moving slow			START
0.033	clips_mp4/video_0102.mp4	12.0	30.0	pedestrian	looking			START
0.033	clips_mp4/video_0102.mp4	12.0	30.0	pedestrian	 walking			START
0.567	clips_mp4/video_0102.mp4	12.0	30.0	pedestrian	looking			STOP
1.033	clips_mp4/video_0102.mp4	12.0	30.0	pedestrian	looking			START
1.733	clips_mp4/video_0102.mp4	12.0	30.0	pedestrian	looking			STOP
2.000	clips_mp4/video_0102.mp4	12.0	30.0	pedestrian	 walking			STOP
4.467	clips_mp4/video_0102.mp4	12.0	30.0	pedestrian	crossing			START
4.542	clips_mp4/video_0102.mp4	12.0	30.0	Driver	moving slow			STOP
4.543	clips_mp4/video_0102.mp4	12.0	30.0	Driver	stopped			START
7.800	clips_mp4/video_0102.mp4	12.0	30.0	pedestrian	 looking			START
8.167	clips_mp4/video_0102.mp4	12.0	30.0	pedestrian	 looking			STOP
8.962	clips_mp4/video_0102.mp4	12.0	30.0	Driver	stopped			STOP
8.963	clips_mp4/video_0102.mp4	12.0	30.0	Driver	moving slow			START
12.000	clips_mp4/video_0102.mp4	12.0	30.0	pedestrian	crossing			STOP
12.000	clips_mp4/video_0102.mp4	12.0	30.0	Driver	moving slow			STOP
