Observation id	video_0184

Media file(s)

Player #1	clips_mp4/video_0184.mp4

Observation date	2016-05-18 21:55:40

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	clear
road conditions	wet

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0184.mp4	10.0	30.0	Driver	moving slow			START
0.033	clips_mp4/video_0184.mp4	10.0	30.0	pedestrian1	 standing			START
0.033	clips_mp4/video_0184.mp4	10.0	30.0	pedestrian2	 standing			START
0.904	clips_mp4/video_0184.mp4	10.0	30.0	pedestrian1	 standing			STOP
0.904	clips_mp4/video_0184.mp4	10.0	30.0	pedestrian2	 standing			STOP
0.905	clips_mp4/video_0184.mp4	10.0	30.0	pedestrian1	 walking			START
0.905	clips_mp4/video_0184.mp4	10.0	30.0	pedestrian2	 walking			START
3.557	clips_mp4/video_0184.mp4	10.0	30.0	pedestrian1	 walking			STOP
3.557	clips_mp4/video_0184.mp4	10.0	30.0	pedestrian2	 walking			STOP
3.558	clips_mp4/video_0184.mp4	10.0	30.0	pedestrian1	crossing			START
3.558	clips_mp4/video_0184.mp4	10.0	30.0	pedestrian2	crossing			START
4.133	clips_mp4/video_0184.mp4	10.0	30.0	pedestrian1	looking			START
6.800	clips_mp4/video_0184.mp4	10.0	30.0	pedestrian1	looking			STOP
6.867	clips_mp4/video_0184.mp4	10.0	30.0	pedestrian2	 looking			START
7.133	clips_mp4/video_0184.mp4	10.0	30.0	pedestrian2	 looking			STOP
9.677	clips_mp4/video_0184.mp4	10.0	30.0	pedestrian1	crossing			STOP
9.800	clips_mp4/video_0184.mp4	10.0	30.0	pedestrian2	crossing			STOP
10.000	clips_mp4/video_0184.mp4	10.0	30.0	Driver	moving slow			STOP
