Observation id	video_0070

Media file(s)

Player #1	clips_mp4/video_0070.mp4

Observation date	2016-05-09 20:56:35

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	cloudy
road conditions	dry

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0070.mp4	6.01	29.97	Driver	moving fast			START
0.033	clips_mp4/video_0070.mp4	6.01	29.97	pedestrian	STANDING			START
1.167	clips_mp4/video_0070.mp4	6.01	29.97	pedestrian	looking			START
1.896	clips_mp4/video_0070.mp4	6.01	29.97	Driver	moving fast			STOP
1.897	clips_mp4/video_0070.mp4	6.01	29.97	Driver	slow down			START
1.533	clips_mp4/video_0070.mp4	6.01	29.97	pedestrian	STANDING			STOP
1.567	clips_mp4/video_0070.mp4	6.01	29.97	pedestrian	crossing			START
2.736	clips_mp4/video_0070.mp4	6.01	29.97	pedestrian	looking			STOP
5.867	clips_mp4/video_0070.mp4	6.01	29.97	pedestrian	crossing			STOP
6.006	clips_mp4/video_0070.mp4	6.01	29.97	Driver	slow down			STOP
