Observation id	video_0271

Media file(s)

Player #1	clips_mp4/video_0271.mp4

Observation date	2016-05-23 18:34:56

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	clear
road conditions	dry

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0271.mp4	9.0	30.0	Driver	moving slow			START
0.033	clips_mp4/video_0271.mp4	9.0	30.0	pedestrian	 walking			START
1.572	clips_mp4/video_0271.mp4	9.0	30.0	pedestrian	 walking			STOP
1.573	clips_mp4/video_0271.mp4	9.0	30.0	pedestrian	 standing			START
1.590	clips_mp4/video_0271.mp4	9.0	30.0	Driver	moving slow			STOP
1.591	clips_mp4/video_0271.mp4	9.0	30.0	Driver	slow down			START
1.900	clips_mp4/video_0271.mp4	9.0	30.0	pedestrian	looking			START
2.700	clips_mp4/video_0271.mp4	9.0	30.0	pedestrian	 standing			STOP
2.733	clips_mp4/video_0271.mp4	9.0	30.0	pedestrian	crossing			START
3.933	clips_mp4/video_0271.mp4	9.0	30.0	pedestrian	looking			STOP
4.267	clips_mp4/video_0271.mp4	9.0	30.0	pedestrian	looking			START
5.100	clips_mp4/video_0271.mp4	9.0	30.0	pedestrian	looking			STOP
9.000	clips_mp4/video_0271.mp4	9.0	30.0	Driver	slow down			STOP
5.367	clips_mp4/video_0271.mp4	9.0	30.0	pedestrian	speed up			START
9.000	clips_mp4/video_0271.mp4	9.0	30.0	pedestrian	speed up			STOP
9.000	clips_mp4/video_0271.mp4	9.0	30.0	pedestrian	crossing			STOP
