Observation id	video_0222

Media file(s)

Player #1	clips_mp4/video_0222.mp4

Observation date	2016-05-23 18:20:11

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	clear
road conditions	dry

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0222.mp4	6.0	30.0	Driver	moving slow			START
0.033	clips_mp4/video_0222.mp4	6.0	30.0	pedestrian	 walking			START
0.500	clips_mp4/video_0222.mp4	6.0	30.0	pedestrian	looking			START
0.698	clips_mp4/video_0222.mp4	6.0	30.0	pedestrian	 walking			STOP
0.699	clips_mp4/video_0222.mp4	6.0	30.0	pedestrian	 standing			START
1.167	clips_mp4/video_0222.mp4	6.0	30.0	pedestrian	looking			STOP
1.371	clips_mp4/video_0222.mp4	6.0	30.0	Driver	moving slow			STOP
1.372	clips_mp4/video_0222.mp4	6.0	30.0	Driver	stopped			START
1.845	clips_mp4/video_0222.mp4	6.0	30.0	pedestrian	 standing			STOP
1.846	clips_mp4/video_0222.mp4	6.0	30.0	pedestrian	crossing			START
4.140	clips_mp4/video_0222.mp4	6.0	30.0	Driver	stopped			STOP
4.141	clips_mp4/video_0222.mp4	6.0	30.0	Driver	moving slow			START
4.867	clips_mp4/video_0222.mp4	6.0	30.0	pedestrian	crossing			STOP
4.900	clips_mp4/video_0222.mp4	6.0	30.0	pedestrian	walking			START
6.000	clips_mp4/video_0222.mp4	6.0	30.0	pedestrian	walking			STOP
6.000	clips_mp4/video_0222.mp4	6.0	30.0	Driver	moving slow			STOP
