Observation id	video_0338

Media file(s)

Player #1	clips_mp4/video_0338.mp4

Observation date	2016-05-22 20:59:07

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	cloudy
road conditions	wet

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0338.mp4	7.0	30.0	Driver	moving slow			START
0.033	clips_mp4/video_0338.mp4	7.0	30.0	pedestrian1	walking			START
0.033	clips_mp4/video_0338.mp4	7.0	30.0	pedestrian2	looking			START
0.033	clips_mp4/video_0338.mp4	7.0	30.0	pedestrian2	walking			START
1.170	clips_mp4/video_0338.mp4	7.0	30.0	Driver	moving slow			STOP
1.171	clips_mp4/video_0338.mp4	7.0	30.0	Driver	slow down			START
1.333	clips_mp4/video_0338.mp4	7.0	30.0	pedestrian1	walking			STOP
1.367	clips_mp4/video_0338.mp4	7.0	30.0	pedestrian1	crossing			START
1.667	clips_mp4/video_0338.mp4	7.0	30.0	pedestrian1	looking			START
1.700	clips_mp4/video_0338.mp4	7.0	30.0	pedestrian2	looking			STOP
2.433	clips_mp4/video_0338.mp4	7.0	30.0	pedestrian2	walking			STOP
2.467	clips_mp4/video_0338.mp4	7.0	30.0	pedestrian2	crossing			START
3.033	clips_mp4/video_0338.mp4	7.0	30.0	pedestrian1	looking			STOP
4.568	clips_mp4/video_0338.mp4	7.0	30.0	Driver	slow down			STOP
4.569	clips_mp4/video_0338.mp4	7.0	30.0	Driver	stopped			START
5.493	clips_mp4/video_0338.mp4	7.0	30.0	Driver	stopped			STOP
5.494	clips_mp4/video_0338.mp4	7.0	30.0	Driver	moving slow			START
7.000	clips_mp4/video_0338.mp4	7.0	30.0	Driver	moving slow			STOP
7.000	clips_mp4/video_0338.mp4	7.0	30.0	pedestrian1	crossing			STOP
7.000	clips_mp4/video_0338.mp4	7.0	30.0	pedestrian2	crossing			STOP
