Observation id	video_0140

Media file(s)

Player #1	clips_mp4/video_0140.mp4

Observation date	2016-05-15 19:15:40

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	cloudy
road conditions	dry

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0140.mp4	10.0	30.0	Driver	moving slow			START
0.033	clips_mp4/video_0140.mp4	10.0	30.0	pedestrian	 standing			START
2.167	clips_mp4/video_0140.mp4	10.0	30.0	pedestrian	looking			START
2.276	clips_mp4/video_0140.mp4	10.0	30.0	Driver	moving slow			STOP
2.277	clips_mp4/video_0140.mp4	10.0	30.0	Driver	slow down			START
3.133	clips_mp4/video_0140.mp4	10.0	30.0	pedestrian	looking			STOP
3.237	clips_mp4/video_0140.mp4	10.0	30.0	pedestrian	 standing			STOP
3.238	clips_mp4/video_0140.mp4	10.0	30.0	pedestrian	crossing			START
5.100	clips_mp4/video_0140.mp4	10.0	30.0	pedestrian	 looking			START
5.533	clips_mp4/video_0140.mp4	10.0	30.0	pedestrian	 looking			STOP
5.979	clips_mp4/video_0140.mp4	10.0	30.0	Driver	slow down			STOP
5.980	clips_mp4/video_0140.mp4	10.0	30.0	Driver	speed up			START
8.067	clips_mp4/video_0140.mp4	10.0	30.0	pedestrian	crossing			STOP
10.000	clips_mp4/video_0140.mp4	10.0	30.0	Driver	speed up			STOP
