Observation id	video_0006

Media file(s)

Player #1	clips_mp4/video_0006.mp4

Observation date	2016-05-05 21:07:13

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	plaza
weather	clear
road conditions	dry

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0006.mp4	11.01	29.97	Driver	moving fast			START
0.033	clips_mp4/video_0006.mp4	11.01	29.97	pedestrian1	 walking			START
0.033	clips_mp4/video_0006.mp4	11.01	29.97	pedestrian2	 walking			START
1.134	clips_mp4/video_0006.mp4	11.01	29.97	pedestrian1	looking			START
1.869	clips_mp4/video_0006.mp4	11.01	29.97	pedestrian1	looking			STOP
2.624	clips_mp4/video_0006.mp4	11.01	29.97	Driver	moving fast			STOP
2.625	clips_mp4/video_0006.mp4	11.01	29.97	Driver	slow down			START
2.657	clips_mp4/video_0006.mp4	11.01	29.97	pedestrian1	 walking			STOP
2.658	clips_mp4/video_0006.mp4	11.01	29.97	pedestrian1	crossing			START
2.870	clips_mp4/video_0006.mp4	11.01	29.97	pedestrian1	 looking			START
2.911	clips_mp4/video_0006.mp4	11.01	29.97	pedestrian2	 walking			STOP
2.912	clips_mp4/video_0006.mp4	11.01	29.97	pedestrian2	crossing			START
3.270	clips_mp4/video_0006.mp4	11.01	29.97	pedestrian1	 looking			STOP
4.267	clips_mp4/video_0006.mp4	11.01	29.97	pedestrian3	crossing			START
4.300	clips_mp4/video_0006.mp4	11.01	29.97	Driver	slow down			STOP
4.301	clips_mp4/video_0006.mp4	11.01	29.97	Driver	moving slow			START
9.094	clips_mp4/video_0006.mp4	11.01	29.97	Driver	moving slow			STOP
9.095	clips_mp4/video_0006.mp4	11.01	29.97	Driver	speed up			START
11.011	clips_mp4/video_0006.mp4	11.01	29.97	Driver	speed up			STOP
11.011	clips_mp4/video_0006.mp4	11.01	29.97	pedestrian1	crossing			STOP
11.011	clips_mp4/video_0006.mp4	11.01	29.97	pedestrian2	crossing			STOP
11.011	clips_mp4/video_0006.mp4	11.01	29.97	pedestrian3	crossing			STOP
