Observation id	video_0122

Media file(s)

Player #1	clips_mp4/video_0122.mp4

Observation date	2016-05-11 18:38:41

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	cloudy
road conditions	dry

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0122.mp4	6.0	30.0	Driver	moving slow			START
0.033	clips_mp4/video_0122.mp4	6.0	30.0	pedestrian1	crossing			START
0.033	clips_mp4/video_0122.mp4	6.0	30.0	pedestrian2	crossing			START
0.033	clips_mp4/video_0122.mp4	6.0	30.0	pedestrian2	looking			START
0.776	clips_mp4/video_0122.mp4	6.0	30.0	Driver	moving slow			STOP
0.777	clips_mp4/video_0122.mp4	6.0	30.0	Driver	slow down			START
2.067	clips_mp4/video_0122.mp4	6.0	30.0	pedestrian2	looking			STOP
2.833	clips_mp4/video_0122.mp4	6.0	30.0	pedestrian1	crossing			STOP
5.900	clips_mp4/video_0122.mp4	6.0	30.0	pedestrian2	crossing			STOP
6.000	clips_mp4/video_0122.mp4	6.0	30.0	Driver	slow down			STOP
