Observation id	video_0261

Media file(s)

Player #1	clips_mp4/video_0261.mp4

Observation date	2016-05-21 21:48:44

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	cloudy
road conditions	wet

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0261.mp4	5.0	30.0	Driver	moving fast			START
1.400	clips_mp4/video_0261.mp4	5.0	30.0	pedestrian	 walking			START
2.336	clips_mp4/video_0261.mp4	5.0	30.0	pedestrian	 walking			STOP
2.337	clips_mp4/video_0261.mp4	5.0	30.0	pedestrian	crossing			START
2.337	clips_mp4/video_0261.mp4	5.0	30.0	pedestrian	speed up			START
5.000	clips_mp4/video_0261.mp4	5.0	30.0	Driver	moving fast			STOP
4.533	clips_mp4/video_0261.mp4	5.0	30.0	pedestrian	crossing			STOP
4.533	clips_mp4/video_0261.mp4	5.0	30.0	pedestrian	speed up			STOP
4.567	clips_mp4/video_0261.mp4	5.0	30.0	pedestrian	walking			START
5.000	clips_mp4/video_0261.mp4	5.0	30.0	pedestrian	walking			STOP
