Observation id	video_0282

Media file(s)

Player #1	clips_mp4/video_0282.mp4

Observation date	2016-11-27 16:23:56

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	cloudy
road conditions	dry							

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.024	clips_mp4/video_0282.mp4	9.0	30.0	Driver	moving fast			START
0.024	clips_mp4/video_0282.mp4	9.0	30.0	car	moving slow			START
3.383	clips_mp4/video_0282.mp4	9.0	30.0	Driver	moving fast			STOP
3.384	clips_mp4/video_0282.mp4	9.0	30.0	Driver	slow down			START
4.825	clips_mp4/video_0282.mp4	9.0	30.0	car	flasher signal			START
6.266	clips_mp4/video_0282.mp4	9.0	30.0	Driver	slow down			STOP
6.267	clips_mp4/video_0282.mp4	9.0	30.0	Driver	stopped			START
6.824	clips_mp4/video_0282.mp4	9.0	30.0	car	moving slow			STOP
6.825	clips_mp4/video_0282.mp4	9.0	30.0	car	clear path			START
6.951	clips_mp4/video_0282.mp4	9.0	30.0	car	flasher signal			STOP
9.000	clips_mp4/video_0282.mp4	9.0	30.0	Driver	stopped			STOP
9.000	clips_mp4/video_0282.mp4	9.0	30.0	car	clear path			STOP
