Observation id	video_0325

Media file(s)

Player #1	clips_mp4/video_0325.mp4

Observation date	2016-05-22 20:31:17

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	clear
road conditions	wet

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0325.mp4	5.0	30.0	Driver	moving fast			START
0.033	clips_mp4/video_0325.mp4	5.0	30.0	pedestrian1	crossing			START
0.033	clips_mp4/video_0325.mp4	5.0	30.0	pedestrian2	 standing			START
1.100	clips_mp4/video_0325.mp4	5.0	30.0	pedestrian2	looking			START
2.051	clips_mp4/video_0325.mp4	5.0	30.0	Driver	moving fast			STOP
2.052	clips_mp4/video_0325.mp4	5.0	30.0	Driver	slow down			START
4.000	clips_mp4/video_0325.mp4	5.0	30.0	pedestrian2	looking			STOP
5.000	clips_mp4/video_0325.mp4	5.0	30.0	Driver	slow down			STOP
5.000	clips_mp4/video_0325.mp4	5.0	30.0	pedestrian1	crossing			STOP
5.000	clips_mp4/video_0325.mp4	5.0	30.0	pedestrian2	 standing			STOP
