Observation id	video_0275

Media file(s)

Player #1	clips_mp4/video_0275.mp4

Observation date	2016-05-22 18:41:11

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	rain
road conditions	wet

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0275.mp4	5.0	30.0	Driver	moving fast			START
0.033	clips_mp4/video_0275.mp4	5.0	30.0	pedestrian	looking			START
0.033	clips_mp4/video_0275.mp4	5.0	30.0	pedestrian	 standing			START
0.744	clips_mp4/video_0275.mp4	5.0	30.0	Driver	moving fast			STOP
0.745	clips_mp4/video_0275.mp4	5.0	30.0	Driver	slow down			START
2.931	clips_mp4/video_0275.mp4	5.0	30.0	pedestrian	 standing			STOP
2.932	clips_mp4/video_0275.mp4	5.0	30.0	pedestrian	crossing			START
3.267	clips_mp4/video_0275.mp4	5.0	30.0	pedestrian	looking			STOP
5.000	clips_mp4/video_0275.mp4	5.0	30.0	Driver	slow down			STOP
5.000	clips_mp4/video_0275.mp4	5.0	30.0	pedestrian	crossing			STOP
