Observation id	video_0117

Media file(s)

Player #1	clips_mp4/video_0117.mp4

Observation date	2016-05-11 18:34:17

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	clear
road conditions	wet

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0117.mp4	20.0	30.0	Driver	moving fast			START
4.867	clips_mp4/video_0117.mp4	20.0	30.0	pedestrian1	 WALKING			START
5.033	clips_mp4/video_0117.mp4	20.0	30.0	pedestrian2	 WALKING			START
5.679	clips_mp4/video_0117.mp4	20.0	30.0	Driver	moving fast			STOP
5.680	clips_mp4/video_0117.mp4	20.0	30.0	Driver	slow down			START
10.844	clips_mp4/video_0117.mp4	20.0	30.0	Driver	slow down			STOP
10.845	clips_mp4/video_0117.mp4	20.0	30.0	Driver	moving slow			START
15.733	clips_mp4/video_0117.mp4	20.0	30.0	pedestrian1	 looking			START
16.067	clips_mp4/video_0117.mp4	20.0	30.0	pedestrian1	 looking			STOP
20.000	clips_mp4/video_0117.mp4	20.0	30.0	Driver	moving slow			STOP
20.000	clips_mp4/video_0117.mp4	20.0	30.0	pedestrian1	 WALKING			STOP
20.000	clips_mp4/video_0117.mp4	20.0	30.0	pedestrian2	 WALKING			STOP
