Observation id	video_0119

Media file(s)

Player #1	clips_mp4/video_0119.mp4

Observation date	2016-05-23 17:13:08

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	cloudy
road conditions	dry

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0119.mp4	7.0	30.0	Driver	moving fast			START
0.033	clips_mp4/video_0119.mp4	7.0	30.0	pedestrian1	looking			START
0.033	clips_mp4/video_0119.mp4	7.0	30.0	pedestrian2	STANDING			START
0.033	clips_mp4/video_0119.mp4	7.0	30.0	pedestrian2	looking			START
0.033	clips_mp4/video_0119.mp4	7.0	30.0	pedestrian1	 walking			START
0.700	clips_mp4/video_0119.mp4	7.0	30.0	pedestrian1	 walking			STOP
0.733	clips_mp4/video_0119.mp4	7.0	30.0	pedestrian1	crossing			START
1.000	clips_mp4/video_0119.mp4	7.0	30.0	pedestrian2	looking			STOP
1.000	clips_mp4/video_0119.mp4	7.0	30.0	pedestrian2	STANDING			STOP
1.400	clips_mp4/video_0119.mp4	7.0	30.0	pedestrian1	slow down			START
1.422	clips_mp4/video_0119.mp4	7.0	30.0	Driver	moving fast			STOP
1.423	clips_mp4/video_0119.mp4	7.0	30.0	Driver	slow down			START
2.400	clips_mp4/video_0119.mp4	7.0	30.0	pedestrian1	looking			STOP
2.473	clips_mp4/video_0119.mp4	7.0	30.0	pedestrian1	slow down			STOP
5.233	clips_mp4/video_0119.mp4	7.0	30.0	pedestrian1	 looking			START
5.600	clips_mp4/video_0119.mp4	7.0	30.0	pedestrian1	 looking			STOP
5.927	clips_mp4/video_0119.mp4	7.0	30.0	Driver	slow down			STOP
5.928	clips_mp4/video_0119.mp4	7.0	30.0	Driver	stopped			START
7.000	clips_mp4/video_0119.mp4	7.0	30.0	Driver	stopped			STOP
7.000	clips_mp4/video_0119.mp4	7.0	30.0	pedestrian1	crossing			STOP
