Observation id	video_0273

Media file(s)

Player #1	clips_mp4/video_0273.mp4

Observation date	2016-05-22 18:35:53

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	rain
road conditions	wet

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0273.mp4	4.0	30.0	Driver	moving fast			START
0.500	clips_mp4/video_0273.mp4	4.0	30.0	pedestrian	STANDING			START
0.600	clips_mp4/video_0273.mp4	4.0	30.0	pedestrian	looking			START
1.400	clips_mp4/video_0273.mp4	4.0	30.0	pedestrian	looking			STOP
1.435	clips_mp4/video_0273.mp4	4.0	30.0	pedestrian	STANDING			STOP
1.436	clips_mp4/video_0273.mp4	4.0	30.0	pedestrian	crossing			START
1.436	clips_mp4/video_0273.mp4	4.0	30.0	pedestrian	speed up			START
1.607	clips_mp4/video_0273.mp4	4.0	30.0	Driver	moving fast			STOP
1.608	clips_mp4/video_0273.mp4	4.0	30.0	Driver	slow down			START
4.000	clips_mp4/video_0273.mp4	4.0	30.0	Driver	slow down			STOP
4.000	clips_mp4/video_0273.mp4	4.0	30.0	pedestrian	speed up			STOP
4.000	clips_mp4/video_0273.mp4	4.0	30.0	pedestrian	crossing			STOP
