Observation id	video_0092

Media file(s)

Player #1	clips_mp4/video_0092.mp4

Observation date	2016-05-09 21:10:55

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	cloudy
road conditions	wet

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0092.mp4	6.0	30.0	Driver	moving fast			START
0.033	clips_mp4/video_0092.mp4	6.0	30.0	pedestrian1	crossing			START
0.033	clips_mp4/video_0092.mp4	6.0	30.0	pedestrian2	crossing			START
0.033	clips_mp4/video_0092.mp4	6.0	30.0	pedestrian3	crossing			START
2.233	clips_mp4/video_0092.mp4	6.0	30.0	pedestrian2	looking			START
2.525	clips_mp4/video_0092.mp4	6.0	30.0	pedestrian3	looking			START
2.833	clips_mp4/video_0092.mp4	6.0	30.0	pedestrian1	looking			START
2.950	clips_mp4/video_0092.mp4	6.0	30.0	Driver	moving fast			STOP
2.951	clips_mp4/video_0092.mp4	6.0	30.0	Driver	slow down			START
3.267	clips_mp4/video_0092.mp4	6.0	30.0	pedestrian1	looking			STOP
3.300	clips_mp4/video_0092.mp4	6.0	30.0	pedestrian2	looking			STOP
3.336	clips_mp4/video_0092.mp4	6.0	30.0	pedestrian1	speed up			START
3.372	clips_mp4/video_0092.mp4	6.0	30.0	pedestrian2	speed up			START
3.800	clips_mp4/video_0092.mp4	6.0	30.0	pedestrian3	looking			STOP
3.800	clips_mp4/video_0092.mp4	6.0	30.0	pedestrian3	crossing			STOP
4.833	clips_mp4/video_0092.mp4	6.0	30.0	pedestrian2	 looking			START
5.033	clips_mp4/video_0092.mp4	6.0	30.0	pedestrian2	 looking			STOP
6.000	clips_mp4/video_0092.mp4	6.0	30.0	Driver	slow down			STOP
6.000	clips_mp4/video_0092.mp4	6.0	30.0	pedestrian1	crossing			STOP
6.000	clips_mp4/video_0092.mp4	6.0	30.0	pedestrian1	speed up			STOP
6.000	clips_mp4/video_0092.mp4	6.0	30.0	pedestrian2	crossing			STOP
6.000	clips_mp4/video_0092.mp4	6.0	30.0	pedestrian2	speed up			STOP
