Observation id	video_0205

Media file(s)

Player #1	clips_mp4/video_0205.mp4

Observation date	2016-05-21 19:27:52

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	cloudy
road conditions	wet

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0205.mp4	7.0	30.0	Driver	moving slow			START
0.300	clips_mp4/video_0205.mp4	7.0	30.0	pedestrian	 walking			START
0.300	clips_mp4/video_0205.mp4	7.0	30.0	pedestrian	looking			START
1.079	clips_mp4/video_0205.mp4	7.0	30.0	Driver	moving slow			STOP
1.080	clips_mp4/video_0205.mp4	7.0	30.0	Driver	slow down			START
1.400	clips_mp4/video_0205.mp4	7.0	30.0	pedestrian	looking			STOP
1.650	clips_mp4/video_0205.mp4	7.0	30.0	pedestrian	 walking			STOP
3.307	clips_mp4/video_0205.mp4	7.0	30.0	Driver	slow down			STOP
3.308	clips_mp4/video_0205.mp4	7.0	30.0	Driver	stopped			START
4.400	clips_mp4/video_0205.mp4	7.0	30.0	pedestrian	crossing			START
4.400	clips_mp4/video_0205.mp4	7.0	30.0	pedestrian	speed up			START
7.000	clips_mp4/video_0205.mp4	7.0	30.0	Driver	stopped			STOP
7.000	clips_mp4/video_0205.mp4	7.0	30.0	pedestrian	crossing			STOP
7.000	clips_mp4/video_0205.mp4	7.0	30.0	pedestrian	speed up			STOP
