Observation id	video_0244

Media file(s)

Player #1	clips_mp4/video_0244.mp4

Observation date	2016-05-21 21:29:19

Description

Time offset (s)	0.0

independent variables
variable	value
time_of_day	daytime
location	street
weather	clear
road conditions	dry

Time	Media file path	Media total length	FPS	Subject	Behavior	Comment	Status
0.000	clips_mp4/video_0244.mp4	8.0	30.0	Driver	moving fast			START
0.033	clips_mp4/video_0244.mp4	8.0	30.0	pedestrian1	crossing			START
0.033	clips_mp4/video_0244.mp4	8.0	30.0	pedestrian2	 standing			START
0.033	clips_mp4/video_0244.mp4	8.0	30.0	pedestrian3	 standing			START
0.033	clips_mp4/video_0244.mp4	8.0	30.0	pedestrian4	standing			START
0.519	clips_mp4/video_0244.mp4	8.0	30.0	pedestrian1	looking			START
0.527	clips_mp4/video_0244.mp4	8.0	30.0	pedestrian1	slow down			START
0.767	clips_mp4/video_0244.mp4	8.0	30.0	pedestrian4	standing			STOP
0.833	clips_mp4/video_0244.mp4	8.0	30.0	pedestrian3	looking			START
1.119	clips_mp4/video_0244.mp4	8.0	30.0	Driver	moving fast			STOP
1.120	clips_mp4/video_0244.mp4	8.0	30.0	Driver	slow down			START
1.200	clips_mp4/video_0244.mp4	8.0	30.0	pedestrian1	slow down			STOP
1.433	clips_mp4/video_0244.mp4	8.0	30.0	pedestrian1	looking			STOP
1.767	clips_mp4/video_0244.mp4	8.0	30.0	pedestrian3	looking			STOP
1.967	clips_mp4/video_0244.mp4	8.0	30.0	pedestrian3	 standing			STOP
2.000	clips_mp4/video_0244.mp4	8.0	30.0	pedestrian3	walking			START
2.400	clips_mp4/video_0244.mp4	8.0	30.0	pedestrian3	looking			START
2.467	clips_mp4/video_0244.mp4	8.0	30.0	pedestrian2	 standing			STOP
2.500	clips_mp4/video_0244.mp4	8.0	30.0	pedestrian2	walking			START
2.567	clips_mp4/video_0244.mp4	8.0	30.0	pedestrian2	looking			START
3.133	clips_mp4/video_0244.mp4	8.0	30.0	pedestrian3	walking			STOP
3.167	clips_mp4/video_0244.mp4	8.0	30.0	pedestrian3	crossing			START
3.400	clips_mp4/video_0244.mp4	8.0	30.0	pedestrian2	walking			STOP
3.433	clips_mp4/video_0244.mp4	8.0	30.0	pedestrian2	crossing			START
4.533	clips_mp4/video_0244.mp4	8.0	30.0	pedestrian2	looking			STOP
4.567	clips_mp4/video_0244.mp4	8.0	30.0	pedestrian3	looking			STOP
5.091	clips_mp4/video_0244.mp4	8.0	30.0	Driver	slow down			STOP
5.092	clips_mp4/video_0244.mp4	8.0	30.0	Driver	stopped			START
5.533	clips_mp4/video_0244.mp4	8.0	30.0	pedestrian2	looking			START
6.433	clips_mp4/video_0244.mp4	8.0	30.0	pedestrian2	looking			STOP
6.484	clips_mp4/video_0244.mp4	8.0	30.0	Driver	stopped			STOP
6.485	clips_mp4/video_0244.mp4	8.0	30.0	Driver	moving slow			START
6.700	clips_mp4/video_0244.mp4	8.0	30.0	pedestrian1	crossing			STOP
6.733	clips_mp4/video_0244.mp4	8.0	30.0	pedestrian1	walking			START
8.000	clips_mp4/video_0244.mp4	8.0	30.0	pedestrian1	walking			STOP
8.000	clips_mp4/video_0244.mp4	8.0	30.0	pedestrian2	crossing			STOP
8.000	clips_mp4/video_0244.mp4	8.0	30.0	pedestrian3	crossing			STOP
8.000	clips_mp4/video_0244.mp4	8.0	30.0	Driver	moving slow			STOP
